,Category,Response_preprocessed
2276,AgreedToMeet,yes 9. 30pm today works for me. 
2580,ConnectLater,Yes sorry for the late response. It has been fairly hectic the past month. At present I am gainfully employed in Switzerland. I would like to keep your contact information if that is okIn the future you never know what may happen. As far as a referral I will ask my cousin if he is interested. He is presently working in a service mechanic position not sure  if the travel is his thing. Maybe if just Germany wide. I will ask. Thank you for all your time and care. I will get back to you about the referral. 
1170,ConnectLater,Thank you for your application. Your profile will be reviewed and we willcontact you within 14 days if there is an appropriate match with the openposition. Due to the quantity of responses received for each job posting a personalresponse to each candidate with further status updates will not beavailable. If you are not contacted within 14 days it means we do not have a role foryou at the moment and your resume will be maintained in our files and yourqualifications will be considered for any future openingsly ensure to like our company page in
2792,AgreedToMeet,Ok. Lets connect on Tuesday between 4 - 4:30 pm. 
233,MovedOut,Thank you for your e-mail. This person no longer works at John Laing
67,Deactivated,Thanks but no thanks
3079,SupportAutoResponse,Thank you for contacting xfdAgate Incxfd. We regret to inform you that xfdTorrey VanTasselxfd is no longer employed here. Please direct any future correspondence to xfdThomas Martinezxfd at xfdthomas.martinez@agateinc.comxfd.This is an automated reply. For your convenience this email has been automatically forwarded to xfdThomas Martinezxfd. This electronic mail message contains CONFIDENTIAL information which is intended only for the use of the Addressees named herein. If you are not an Addressee or the person responsible for delivering this to an Addressee you are hereby notified that reading copying or distributing this message is prohibited. If you have received this electronic mail message in error please reply to the sender and take the steps necessary to delete the message completely from your computer system.
2073,ReferredSomeone,You can get in touch with Rajashree copied in this email
2193,SeekingMoreInfo,Which jobs are you detailing currently for projects in Canada  
537,MovedOut,Thank you for your email. My last day with Cadwell will be Friday July 9 2021. I will be monitoring and responding to emails through then. After that please contact the appropriate department. purchasing@cadwell.com
126,Unsubscribed,I am not interested. Please remove me from your mailing list
2134,AgreedToMeet,Can we talk Tuesday 2pm to 3 pm
1255,AgreedToMeet,Id be interested in talking to this candidate
2819,MovedOut,The inidual you are trying to reach is no longer employed withGrantham University.  If you need immediate assistance please dial888-947-2684. 
1977,SeekingMoreInfo,Ashish Thanks for your mail can you please share details of services under Pest Management  
2793,ReferredSomeone, I dont deal with recruitment agencies so have passed your email on to our recruitment manager  Thrussell ccd here. 
2645,ConnectLater,"Thank you for your emailDuring this unprecedented time our response to your queries may take a little longer than usual please do bear with usIf you are a client please contact us on client@eliteassociates. co. uk , client@eliteassociates. co. ukIf you are a candidate or have any other query please contact us on info@eliteassociates. co. uk , info@eliteassociates. co. ukWe will aim to respond to you ASAPIn the meantimeStay Safe  Stay WellThe Elite Associates Teams"
2076,ConnectLater,Many thanks for getting in touch. For the time being I am not interested in other job offers but thank you for considering me. Please lets stay in touch for the future endeavours. 
485,ConnectLater,Thanks for sharing.  Giving a good thoughts after watching such videos. First I saw in YouTube mentioning he is from Kochi Kerala. But afterlistening I understood he is from Trichy in Tamil Nadu. May be someone can correct it to maintain the reputation of talent cornerby avoiding small errors. Thank youSiju
1655,ReferredSomeone,"Kindly note this email ID has been migrated to new domain columnits.com and your email has been forwarded to New email ID - Vinod Giram vgiram@columnits.com,vgiram@columnits.com. Please make a note of this for further communications. "
3044,SupportAutoResponse,"Its been days since weve heard from you, so I wanted to let you know that we are going to close this ticket 3829739.You can always reopen it or raise a new ticket if you need any further assistance. Thanks for working with us!"
2581,OutOfOffice,"I am offsite this week. 
"
2729,Deactivated,I dont have received any mail from you. 
1775,SeekingMoreInfo,hican we get the ppt also. thank you. 
2411,OutOfOffice,"I'll be back in the office on Tuesday 24 November. 
I work part time - Tuesdays Wednesdays and Thursdays. "
919,MovedOut," I have left Fiit for the next few months. brbrPlease direct any queries through to Tomas Mitkus - a href,tomas@fiit. tv ,tomas@fiit. tva"
1647,ConnectLater,Thanks for the update.
1027,SupportAutoResponse,Please type your reply above this line -Kabir.Your request 45881 has been received and is being reviewed by our support staff.To add additional comments reply to this email.--------------------------------
1031,Unsubscribed,Please delete my details
883,Unsubscribed,This is not something that is necessary for Alpha Alias. I also dont likeyour email marketing approach. Please take me off your list immediately. 
1336,AgreedToMeet,Hope all is awesomeLet me know a tentative date when we can get to the pilot customers
2532,AgreedToMeet,Could you please share your contact number with us
365,SeekingMoreInfo,Noted I have changed it to tec
2126,ReferredSomeone,"Thanks for your mail. following up on your email below Rachna has advised me to connect you with Siva Emani. You may reach out to him at siva. emani@se.com , siva. emani@se.comThanks"
28,ConnectLater,Thank you for writing to us. We shall come back to you if there is any requirement.
474,ReferredSomeone,This address was replaced please forward all and future communications to:rolando@myiss. netThank you
526,Deactivated,Not interested 
726,ConnectLater,thanks for connecting us we will respond you shortly
