,Category,Response_preprocessed
2119,OutOfOffice,Thank you for your email. I am on leave today  will have limited access to emails  Please expect delay in response. 
1584,Deactivated,This is not something we are interested in. 
3983,Unsubscribed,Please stop emailing me. We left Magento 15 months ago. 
327,AgreedToMeet,tomorrow you can call me
2400,OutOfOffice,I am out of the office until Thursday September 17th. I will respond to your email upon my return. 
3338,SeekingMoreInfo,We are still waiting for your proposal. Please expedite. With Warm 
3597,SeekingMoreInfo,How much you charge
2206,OutOfOffice,Thanks for your email. I am on annual leave until Wednesday 20th October with very limited access to email I will respond on my return.  If there is anything urgent please get in touch with Michael Parker - michael. parker@skillsalliance.com or 0207 220 6225 
1782,OutOfOffice,I am out of the office until mid/late October and will likely not be able reply to any emails until my return. 
1185,Deactivated,No thank you this is not something I am interested in. 
3287,SeekingMoreInfo,I dont have anything to invest nor I have the job to survive. can youoffer me a job
3873,Unsubscribed,Unsubscribe please. 
2365,OutOfOffice,I will be on PTO on 16th 17th and 18th December and followed by Saturday & Sunday hence responses will be delayed. 
2338,OutOfOffice,"I will be spending the US Thanksgiving with my family. I will be
reachable by cell phone for any urgent issues. "
1450,Deactivated,No interest
2299,OutOfOffice,I will be out of the office until Monday January 4th. I will be checking messages periodically. Thank you. 
309,AgreedToMeet,We can discuss on14th
4036,Unsubscribed,Please remove me from your list as Im tired of receiving SPAM messages. 
2800,ReferredSomeone,Please note my email address has changed my new address is au@firefly. cloudPlease resend your email to au@firefly. cloudMany thanksAndrew
1536,Deactivated,Thank you for your interest in Tomra. We have no interest at this point in time
1189,Deactivated,Not interested any more
1507,Deactivated,Sorry this is above my pay grade not sure who would be the right person to speak to here. Good luck
3761,Unsubscribed,"Please remove Mitchell. Walsh@afgroup.com,Mitchell. Walsh@afgroup.com from all future email lists"
2463,OutOfOffice,It is the annual festival Durga Puja in West Bengal India. I shall be away on PTO from Mon11th Oct to Mon18th Oct both inclusiveYour mail is important and I shall reply once I am back on Tue19th  Oct
2475,OutOfOffice,I am working from client office and have limited access to emails. Please expect delay in response to your email. 
2796,ReferredSomeone,David Avraamides is no longer with Centerbridge Partners. Please email Ellie Reid at ereid@centerbridge.com or call
3544,SeekingMoreInfo,Yes I filled it. 
3610,SeekingMoreInfo,Apologies for the delayed response. What are of Birmingham is this company basedAlso in terms of size What is the yearly turnover fir this companyI have just qualified with ACCA and am keeping an eye out for new opportunities. Also in terms of travel can this be split into a hybrid working from homegoing into the office
1600,Deactivated,Thanks for your email. Ill be honest. I receive many of these requests aday but unfortunately I am not in a position to discuss staffing. 
785,ConnectLater,Thanks Ashley for sharing your business proposal  we already having a cloud services  will keep you posted if any requirement comes up in future . . 
1925,OutOfOffice,Thanks for your email.  I am on PTO and will return Tuesday October 12.  Please reach out to Kim Wells if you need something urgent. 
3284,SeekingMoreInfo,Thank you very much for your support  please give my email id to concernperson   
3071,ReferredSomeone,Thanks for your email however Im no longer working for HR GO.  this inbox is not monitored. If you would like to speak to someone in the marketing team please email marketing@hrgo. co. uk 
1271,Deactivated,Thankyou  but we have an HR company attached to Cordoba
2658,ReferredSomeone, SoniaLooping in Shivani from the HR for further conversation. Thanks  
2749,ReferredSomeone, Please reach out to Rakhi our HR Manager. 
1291,Deactivated,Currently not interested. Thanks. 
1697,OutOfOffice,Im currently on maternity leave so busy in a very different wayNot returning to work until next August
2407,OutOfOffice,I will be out of the office 9/7 thru 9/11. I will return on 9/14 If you need immediate assisatnce please contact Traci at ttokarczyk@lockportsteel.com
1311,Deactivated, Im sorry but we are not a tech-company we just work with recruitment and provide consultants within IT. We are not interested in your service
3669,SeekingMoreInfo,yes I am going to take your services. Just want to make sure Iwill get visa or not
2776,ReferredSomeone,Please note I have resigned from services of VIP Industries Ltd For branch related queries Please write to Regional Manager HR North amp East - Mukta Chhabra at mukta. chhabra@vipbags.com
3476,SeekingMoreInfo,Any feedback on below table commenthis We are waiting your reply. 
2461,OutOfOffice,"Thanks for your email I am on annual leave and back on Tuesday 24th
November 2021. . "
1651,Deactivated,I do have a need but I am not interested if all of your resources are off-shore. 
2332,OutOfOffice,I am out of the office on a leave of absence until the end of the month. 
3265,SeekingMoreInfo,This is the 1st email i got it from you. So i am unaware of your previousemail. Thank you. 
1149,Deactivated,This is not something we waNt to take forward at the moment 
1899,OutOfOffice,"Thanks for contacting me. 
I am out of the office Tuesday December 22 through Friday December 25. I will have limited access to email and will respond to your message as soon as possible. "
2042,OutOfOffice,I'm out of the office for an extended period of time for personal leave. 
2729,ReferredSomeone,Please note that I have transitioned out of my role as Program Supervisor for Hoopono Mamo here at Child  Family Service and my last day with the organization iswas Friday October 15th 2021. If you have any questions regarding Hoopono Mamo you can contact the program staff by calling 808 681-1425 or by reaching out to our Program Administrator Eydie McNicoll at emicnicoll@cfs-hawaii.org. Thank you for your partnership and collaboration and I look forward to possibly crossing paths with you in the future in the community. Take care and be well MahaloRachelThis message is intended only for the use of the inidual or entity to which it is addressed and may contain information that is privileged 
3516,SeekingMoreInfo, In this letter I send you all the documents concerning oursoon appointment right as we have discussed not so long ago. Please take alook at . ll required  data via the next link
883,ConnectLater,Thanks for the email. Im not looking to move currently but do stay in touch. 
3985,Unsubscribed,Please take me off of your list.  We dont use SalesForce
3006,ReferredSomeone,I have forwarded your email to John Vincent jvincent@steelofcarolina.com our detailing manager. 
2701,ReferredSomeone,Thank you very much for your email. If you dont mind I will forward your email to Sabrina our VP HR who isresponsible for this matter. Feel free to arrange a meeting with her
3723,Unsubscribed,I am not a purchasing agent. Please take me off your contact list. 
2850,ReferredSomeone,the e-mail address of Mrs.  Mr. Devashree Shende has changed. br br Please use the following email address for further communication - from now on: br devashree. shende@thyssenkrupp-materials.comspanbr  We will forward this e-mail to Mrs.  Mr. Devashree Shende
