,Category,Response_preprocessed
2818,OutOfOffice,"I am currently out of the office for the holiday season returning on Monday, January 6th. Happy Holidays and Prosperous New Year!"
399,ReferredSomeone,"Please note that Ms Kap Lam is no longer working in our company. For
any assistance, please contact Ms Mina Chung at mina.chung@exide.com.
Thank you for your attention."
801,SeekingMoreInfo,"I belong to the Cloud division. Please connect with the IT procurement
department
Thanks and regards"
1968,AgreedToMeet,"Yes, I confirm."
2231,OutOfOffice,I will be out of the office until 9/14/20 with limited access to emails. If you need immediate attention please call the office at 800-332-6648.
2707,ConnectLater,"Thank you for your email. At this time we are not in need of these services, if things change we will reach out."
28,OutOfOffice,I will be out of the office September 9 thru September 11
641,ReferredSomeone,"We have closed this account now you may contact us on
nkygoel@gmail.com
Apologies for the inconvenience caused."
926,OutOfOffice,"I am now out of the office until Monday 2nd November.
Kind Regards
Dr Randall Bowen"
3174,ReferredSomeone,Thanks for the email I have moved out and currently not associated with Multi Recruit please email praveen@multirecruit.com.        
1060,OutOfOffice,"I am currently away from the office, for urgent matters please contact Jody Rollins - jrollins@auriniapharma.com.
Best regards"
451,ReferredSomeone,"Thank you for the information. My last day with Traxys is September 30th so I am not in a position to discuss or do a trial. I am copying my colleague Levent Yungul who can get back to you if there is an interest.
Kind regards,
John"
1956,OutOfOffice,I am OOO with limited access to emails. Please expect delay in response.
2480,OutOfOffice,"Thank you for your message, I am currently out of the office returning on Monday 6/22. In my absence, please contact jonathan.corbett@inspirage.com.
Marc"
2174,OutOfOffice,"Sorry to miss your email.
am out of the office from 28Sep-02Oct . I will have limited aceess to emails. . Will reply back when I am back."
1931,Deactivated,"Sorry Olivia, I don‚Äôt work with Salesforce any more in my team."
1824,ConnectLater,"No thanks, not for now, we will inform you , if any help required at our end."
2562,Unsubscribed,UNSUBSCRIBE
379,OutOfOffice,I will be out on furlough from July 20th through July 24th returning July 27th.
535,OutOfOffice,"ÔªøÔªøI will be out of the office from 12/23 to 1/4 with limited access to email. If this is an emergency, please contact my administrative assistant Stan Pasko at 313-436-2374. I will respond to your email as soon as I can. Thank you."
1761,Unsubscribed,unsubscribe
1574,ReferredSomeone,"Thank you for reaching out, and sorry for the delay in reverting back. I am not the right person to decide on this. I am copying my colleague Paul in this mail who heads Alliances in GAVS. You may write to him directly and take it from there."
1840,OutOfOffice,I am out of office from the 18 of December until the 4 of January 2021 for holiday.
351,AgreedToMeet,"As per your continuous follow up, we can have a tele conversation.
Regards,"
293,Deactivated,"thanks for your email, at the moment i am not interrested in this job offer.
BR
MJH"
3037,OutOfOffice,.I am currently on Medical leave. During this time I will have limited access to my phone and emails.For assistance during my absence kindly contact:Zeeshan Sahibolezeeshan.sahibole@hilton.comMobile 91 9607975369
1168,Unsubscribed,Please take me off your email list.
1115,OutOfOffice,Thank you for writing in. I am on leave today and will not have access to emails. I am available on cellphone for any urgent matters.
2492,ConnectLater,"Thanks to your entire team for your concern.
As of now we are much satisfied With what we are using.
If in case need comes in future we‚Äôll update."
2071,OutOfOffice,"I'll be out of the office on PTO enjoying the holiday season with friends and family until Monday, January 6, and will be checking email sporadically."
2436,AgreedToMeet,
2609,AgreedToMeet,"I‚Äôm interested to find out the possible opportunities of corporation,"
90,ConnectLater,"As of now we don‚Äôt have needs pertaining to your solutions. Will surely look forward in Future.
Regards
Jayapriya"
959,Deactivated,"Thanks for you email but we will decline at this time.
Kind regards"
0,SeekingMoreInfo,I would like to know more about your services.
1645,OutOfOffice,"I am currently out of the office with limited access to email. If this matter is urgent, please contact laurie.mannon@envisionpharmagroup.com."
682,OutOfOffice,"Please Stop and read the folling message
I am out of the office on Monday August 10th with limited access to email and voicemail. If this is of an urgent matter you may contact Karyn Tellez ktellez@tesstaffing.com and she would be able assist you.
I will address your email promptly upon my return.
Best Wishes,"
381,OutOfOffice,"Please be advised, I am currently away. Back on June 25th
Upon my return I will respond to emails as quickly as possible."
2667,Deactivated,We‚Äôre not looking for any staff at present
2675,Unsubscribed,Thank you but we are not interested.
1491,ConnectLater,"Thanks for your mail but now we don‚Äôt have requirement regarding above products.
You please send your complete profile every month. We will forward it to our concern user for their information."
2311,OutOfOffice,"Hi and thank you for your email.
I am currently out of the office and only checking emails intermittently, returning Monday January 6th.
In my absence, please direct emails to analystrelations@equinix.com<mailto:analystrelations@equinix.com>
Otherwise, I will reply to you as soon as possible.
Thank you!
Best,
Chuck"
1251,Deactivated,We are not interested.
626,OutOfOffice,"I am off Thursdays and Fridays. I will respond to your e-mail as soon as possible.
Best regards.
Michael Rihovsky"
915,Unsubscribed,Please don't disturb me
704,OutOfOffice,"Hello, and thank you for your email.
I'm on PTO December 18-27. I will have no access to my email. Please call or text my cell with urgent issues or work with my team below. For SOW creations or revisions, please reach out to one of my team, DO NOT wait for me to return, they are ready and willing to help.
Thanks,"
2458,ConnectLater,"Thank you for your mail.I`m busy right now
will reply as soon as I get back."
618,OutOfOffice,"I am on sick leave today. Any urgent case, please call me @ 86 18524112909.
Thanks for your understanding."
1644,OutOfOffice,"Thanks for your email. I'll be out of the office through Tuesday 6/16, and may be delayed in responding."
1509,OutOfOffice,"I am currently out of the office and will be returning on Monday, 6/29/2020. I will have limited access to email and phone during this time and I will respond as quickly as possible."
1421,OutOfOffice,I am on vacation. I will return to the office 8th April 2020. In case of urgent inquiries pls approach the GLOBE project office ext -2125.
319,OutOfOffice,I'm currently away from the office with no access to emails. Please direct any queries through Ian Kirvell.
223,ConnectLater,"We are not doing a my empanelments as of now.
Let's connect next financial year.
Best regards
Neha"
2712,OutOfOffice,"Thank you for your email! I am currently out of the office with very limited access to e-mail. I will respond to all messages promptly upon my return on Wednesday, December 18th."
213,SeekingMoreInfo,"The message you sent requires that you verify that your
mail id is genuine and not a spam source."
572,AgreedToMeet,Welcome any day after lockdown is lifted.
2250,OutOfOffice,"I'm out of the office Thursday, 6/25 through Friday, 7/3 with limited access to e-mail. If urgent please try me on my cell at 203-247-4694.
Thanks,
Doug"
77,ConnectLater,"Thank you for your email and introducing your company, we shall get in touch with you for future requirements
Regards,"
3067,OutOfOffice,I am currently on leave with intermittent access to email if urgent then please call my mobile  44 0 7920 493929 as I will be regularly checking voicemail.
1412,ConnectLater,I will let you know if we have requirements regarding Oil Purification.
439,SeekingMoreInfo,"Thank you for connecting.
We have requirement for Assistant Manager ‚Äì Collections and Senior Manager ‚Äì Collections at 4 locations ‚Äì Delhi, Hyd, Mumbai, Pune.
Currently we are operating at the rate of 5-6% of CTC as fees.
Please let me know if you can assist in closing the positions.
Regards
Ranjana"
